epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,20274.7,0.49696,0.32384,0.93004,0.96572,0.91382,0.95158,0.77844,0.66144,0.36209,0.84573,0.000161,0.000161,0.000161
134,20428.3,0.49201,0.32284,0.9268,0.96717,0.91106,0.951,0.77753,0.65531,0.35921,0.84103,0.00015275,0.00015275,0.00015275
135,20581.7,0.49333,0.32489,0.93239,0.97141,0.91045,0.95139,0.77604,0.65874,0.35975,0.84433,0.0001445,0.0001445,0.0001445
136,20734.7,0.48853,0.31968,0.93055,0.96635,0.90902,0.95113,0.77733,0.65678,0.36018,0.8431,0.00013625,0.00013625,0.00013625
137,20884.4,0.48554,0.31927,0.92572,0.96389,0.90936,0.95076,0.77731,0.65585,0.36309,0.84549,0.000128,0.000128,0.000128
138,21035.3,0.48414,0.31788,0.92274,0.96596,0.90615,0.94982,0.77789,0.65901,0.36328,0.85021,0.00011975,0.00011975,0.00011975
139,21188.5,0.48054,0.31377,0.92664,0.96513,0.90597,0.94866,0.77772,0.65854,0.36477,0.85255,0.0001115,0.0001115,0.0001115
140,21340.3,0.4798,0.31369,0.92478,0.96018,0.91163,0.94967,0.77819,0.65868,0.3653,0.85124,0.00010325,0.00010325,0.00010325
141,21522.8,0.47886,0.28812,0.91914,0.97137,0.90279,0.94928,0.77623,0.65593,0.36156,0.84648,9.5e-05,9.5e-05,9.5e-05
142,21673.8,0.4681,0.27954,0.91532,0.9728,0.90243,0.94872,0.77705,0.65776,0.3633,0.84696,8.675e-05,8.675e-05,8.675e-05
143,21825,0.46474,0.27567,0.91328,0.96691,0.90597,0.94925,0.77776,0.65729,0.36109,0.84499,7.85e-05,7.85e-05,7.85e-05
144,21971.9,0.46504,0.27843,0.91202,0.96636,0.90996,0.95017,0.77695,0.65496,0.3589,0.84357,7.025e-05,7.025e-05,7.025e-05
145,22122.5,0.46184,0.27641,0.90909,0.9649,0.91026,0.9501,0.77638,0.65547,0.36011,0.84261,6.2e-05,6.2e-05,6.2e-05
146,22273.7,0.45941,0.27501,0.91089,0.95967,0.91578,0.95045,0.77685,0.65694,0.36013,0.84166,5.375e-05,5.375e-05,5.375e-05
147,22424.5,0.45525,0.27282,0.90816,0.9527,0.91852,0.95056,0.77792,0.65697,0.35967,0.84038,4.55e-05,4.55e-05,4.55e-05
148,22571.6,0.45302,0.27145,0.90393,0.95366,0.9173,0.95057,0.7773,0.65678,0.36091,0.84047,3.725e-05,3.725e-05,3.725e-05
149,22723.3,0.45427,0.27205,0.90965,0.95581,0.91677,0.95098,0.77768,0.65461,0.35746,0.83897,2.9e-05,2.9e-05,2.9e-05
150,22875.4,0.45092,0.26852,0.90867,0.9574,0.91648,0.95114,0.7795,0.65417,0.35731,0.83916,2.075e-05,2.075e-05,2.075e-05
